id;card_number;transaction_date;value;segment
CTID16695520;1846-7945-5251-4091;04/08/2016;2288;SEG19
CTID94771909;1608-1970-3705-7137;29/04/2016;3282;SEG24
CTID83520357;1336-9200-1264-2551;19/12/2016;44963;SEG16
CTID64952766;2711-5438-4449-9824;20/02/2016;28729;SEG19
CTID95162007;4420-9925-9792-9113;08/03/2016;18521;SEG17
CTID24493164;7047-9622-9693-9968;19/03/2016;32544;SEG22
CTID58922909;8159-1257-4706-7544;10/08/2016;9487;SEG14
CTID33605639;2911-7555-3093-9231;30/07/2016;24827;SEG16
CTID27992515;4563-2673-5152-4847;22/01/2016;29125;SEG17
CTID39538414;7326-9558-4788-5128;24/03/2016;30293;SEG12
CTID52074399;3594-2190-6052-1265;12/09/2016;24169;SEG16
CTID49487448;1655-7617-4318-5963;28/03/2016;4286;SEG17
CTID48901070;8528-6154-7390-5081;04/01/2016;48538;SEG14
CTID66633653;6271-9924-3653-8913;31/08/2016;21502;SEG24
CTID14638743;5002-6349-2806-2942;10/02/2016;29243;SEG19
CTID15759055;9446-5484-2517-1811;30/11/2016;13410;SEG11
CTID29039406;8052-5734-6162-9591;29/06/2016;13631;SEG17
CTID53256576;3405-7202-8402-5988;09/12/2016;15265;SEG22
CTID60853739;7677-5937-2671-3687;03/03/2016;46764;SEG12
CTID88076943;4806-6889-9908-7496;10/07/2016;17084;SEG16
CTID63659176;1693-2036-4352-9386;03/11/2016;6261;SEG11
CTID50726237;3295-6390-4452-7199;03/09/2016;35313;SEG20
CTID85527061;9386-8854-6115-4075;29/10/2016;49352;SEG13
CTID18098258;4375-1627-3683-5900;22/08/2016;33199;SEG15
CTID90748688;2568-8047-9427-1704;30/11/2016;41037;SEG11
CTID48302498;1175-3754-1370-5515;30/11/2016;17959;SEG23
CTID41125271;5005-7427-6443-4284;01/10/2016;43423;SEG25
CTID79827749;8138-6235-7062-6142;13/08/2016;49684;SEG15
CTID26020542;2056-7091-8023-1914;18/09/2016;31589;SEG11
CTID81566893;5564-7149-9280-5472;22/04/2016;34448;SEG15
CTID88015311;5616-5526-4836-1962;29/08/2016;48638;SEG24
CTID85125498;3671-4079-8067-8622;21/08/2016;35410;SEG13
CTID84564046;7586-6475-9618-3909;18/01/2016;10395;SEG16
CTID81793385;9517-7826-1862-6726;28/08/2016;8337;SEG12
CTID35052908;1817-8543-9660-4802;10/02/2016;3153;SEG19
CTID41344357;6785-6309-6247-3002;11/06/2016;48438;SEG19
CTID32842319;6343-7134-9888-2361;22/02/2016;7325;SEG14
CTID62839453;2240-2748-8514-4335;15/10/2016;21654;SEG22
CTID43771392;2349-2290-6329-3624;03/11/2016;3509;SEG11
CTID47636534;3430-7717-8611-4878;15/12/2016;25759;SEG16
CTID34970538;8951-3220-4809-9797;09/01/2016;34324;SEG23
CTID24438241;8031-9022-9952-9605;22/09/2016;12674;SEG22
CTID16229137;8706-3809-5167-3899;12/10/2016;18207;SEG19
CTID34847690;9356-9491-6534-8313;19/06/2016;37724;SEG22
CTID24231334;8214-9590-3044-1216;02/09/2016;27514;SEG18
CTID50657585;8228-6661-8736-2838;05/03/2016;19210;SEG13
CTID19467325;8138-6235-7062-6142;30/09/2016;29540;SEG18
CTID30258163;7334-1842-5941-2149;13/09/2016;24396;SEG20
CTID70153525;5341-5445-8369-7039;20/04/2016;33208;SEG15
CTID15875864;8462-5562-6993-2745;03/02/2016;14185;SEG20
CTID89413111;6228-9033-3508-8121;18/12/2016;39354;SEG11
CTID77739805;3914-1379-8974-9157;08/09/2016;3177;SEG21
CTID76546210;7377-5503-9688-7953;29/11/2016;12606;SEG21
CTID28603962;9304-4488-7872-2868;29/06/2016;16420;SEG12
CTID26023843;3430-7717-8611-4878;05/01/2016;2418;SEG14
CTID61718816;7843-4724-2851-6218;13/11/2016;21482;SEG24
CTID28033396;9304-8255-4381-2028;23/07/2016;43874;SEG17
CTID32546037;6514-4444-5642-2615;16/05/2016;2902;SEG12
CTID62018988;5936-1967-4966-6077;24/07/2016;21730;SEG11
CTID33796675;6262-7793-5307-8561;22/05/2016;12710;SEG14
CTID37092753;8069-5321-4131-7493;31/01/2016;25011;SEG15
CTID60695303;3146-4961-6964-4229;30/08/2016;48428;SEG20
CTID86822234;7908-3850-6633-2606;03/08/2016;23617;SEG21
CTID73000031;2447-6299-5016-4953;11/03/2016;8980;SEG23
CTID21148179;8976-7958-2694-8171;12/06/2016;26726;SEG16
CTID16855314;1749-4777-2532-7766;21/03/2016;27381;SEG18
CTID33541073;5447-4124-3337-6163;31/01/2016;12868;SEG11
CTID82304367;7558-5459-8235-5737;03/01/2016;118;SEG16
CTID29075595;9302-6470-7735-6371;01/10/2016;7399;SEG12
CTID87678273;5574-7647-1844-5316;06/05/2016;17174;SEG17
CTID95375896;3708-8801-1521-8042;04/03/2016;21404;SEG13
CTID43407199;6075-5795-3555-1281;02/11/2016;30515;SEG19
CTID18121857;4818-7275-3513-3939;13/05/2016;38062;SEG20
CTID40468787;4819-6940-5506-8061;21/09/2016;12062;SEG20
CTID87970939;7199-6959-4688-2302;06/08/2016;16461;SEG15
CTID30818376;2949-1972-1300-6680;26/06/2016;23829;SEG14
CTID58347330;7224-9964-4793-3939;27/10/2016;41741;SEG17
CTID53616807;4092-8604-7363-3393;09/06/2016;2156;SEG11
CTID45129912;8578-3662-1951-5720;25/09/2016;21386;SEG11
CTID79828066;5734-5619-8469-4044;05/07/2016;14163;SEG18
CTID74666658;1464-1118-5953-6424;02/09/2016;48352;SEG19
CTID18146251;6001-5945-4665-4926;02/04/2016;23798;SEG12
CTID74128186;4663-3168-7059-6778;21/09/2016;45983;SEG23
CTID55534478;2640-5294-8252-8817;30/07/2016;25351;SEG24
CTID30173249;3914-1379-8974-9157;12/09/2016;40898;SEG22
CTID27265817;2724-3903-7331-7820;24/02/2016;36727;SEG19
CTID83139214;5447-4124-3337-6163;18/10/2016;44220;SEG25
CTID23585231;1187-8674-2708-3972;16/10/2016;3845;SEG23
CTID95254663;1113-9175-3253-8426;23/07/2016;23019;SEG21
CTID29673268;3458-8126-3660-8686;04/01/2016;2558;SEG19
CTID81888730;6540-2862-2962-5109;13/02/2016;32380;SEG24
CTID99978027;5786-9833-8038-2159;18/01/2016;7505;SEG11
CTID87911843;5530-1215-6434-9691;12/02/2016;48209;SEG13
CTID19395100;5010-4875-7956-3628;27/07/2016;22724;SEG15
CTID73804126;3362-7342-4639-8164;22/01/2016;46125;SEG14
CTID49536094;9604-6821-2861-8084;07/09/2016;42155;SEG16
CTID75844072;9517-7826-1862-6726;02/10/2016;12443;SEG23
CTID25923948;5618-9718-9367-2102;05/08/2016;35645;SEG21
CTID42364539;8558-3872-8287-1977;24/06/2016;19675;SEG20
CTID93510613;5530-1215-6434-9691;22/03/2016;4370;SEG13
CTID45017727;2422-2354-4628-4556;22/11/2016;29679;SEG20
CTID39343753;1825-7669-6621-9045;08/09/2016;48941;SEG21
CTID29451836;5160-8427-6529-3274;14/05/2016;45127;SEG17
CTID64780394;5734-5619-8469-4044;27/06/2016;3365;SEG25
CTID30829495;8321-8463-7644-8934;23/07/2016;8491;SEG11
CTID84343875;7234-6377-8525-5139;17/02/2016;3686;SEG16
CTID48751416;2834-5946-1542-4074;03/11/2016;31951;SEG22
CTID57503919;6691-5105-1556-4131;29/03/2016;46360;SEG22
CTID93383595;8769-1185-5731-6569;29/12/2016;20564;SEG15
CTID18267350;9376-8684-9599-2988;09/12/2016;27345;SEG25
CTID83908126;8869-7604-9618-3740;08/08/2016;37044;SEG17
CTID40772881;7326-9558-4788-5128;26/03/2016;13616;SEG15
CTID23759715;4334-6855-2003-9239;09/12/2016;982;SEG23
CTID93525703;3226-1711-7076-2949;24/06/2016;6164;SEG18
CTID93059697;2161-8530-5218-6803;10/03/2016;27117;SEG13
CTID20725668;2347-2804-9899-1830;31/01/2016;11257;SEG14
CTID49351392;5530-1215-6434-9691;11/03/2016;26733;SEG21
CTID34596626;2463-9055-1240-3878;06/11/2016;3785;SEG19
CTID82434271;9842-5558-3255-3410;16/01/2016;1179;SEG18
CTID24858120;3313-4024-5109-8235;16/09/2016;28179;SEG19
CTID37967263;7141-7294-3956-4408;28/07/2016;13590;SEG22
CTID20719469;5447-4124-3337-6163;03/08/2016;49147;SEG20
CTID62466051;8509-8871-7296-2015;10/06/2016;3027;SEG20
CTID55003463;6042-2856-7280-2925;22/03/2016;33285;SEG23
CTID80661071;3762-3694-9841-5446;12/06/2016;17966;SEG11
CTID36682836;5563-4162-6828-9835;10/06/2016;39045;SEG11
CTID19458129;2495-1344-4998-6045;04/06/2016;15906;SEG24
CTID51758419;7276-7349-6334-3809;05/07/2016;12128;SEG15
CTID55346234;1123-9777-7335-9167;29/06/2016;38682;SEG18
CTID22115259;2949-1972-1300-6680;23/02/2016;15934;SEG23
CTID37576785;9604-6821-2861-8084;14/08/2016;2336;SEG16
CTID26315896;5092-6820-3830-6560;11/10/2016;11673;SEG12
CTID24446509;4334-6855-2003-9239;20/06/2016;36933;SEG23
CTID26864123;5447-4124-3337-6163;03/02/2016;34389;SEG23
CTID90279590;7234-6377-8525-5139;23/01/2016;32482;SEG22
CTID14566600;3295-6390-4452-7199;07/09/2016;45244;SEG20
CTID98846752;5380-2273-3524-9795;20/05/2016;26035;SEG15
CTID51686389;6045-2636-8278-8875;15/12/2016;48324;SEG16
CTID78107394;6262-7793-5307-8561;24/01/2016;18078;SEG12
CTID30158866;9162-3465-6654-4891;19/02/2016;32086;SEG17
CTID13833155;5982-5047-2653-9052;22/03/2016;37524;SEG18
CTID37249014;6750-4821-2334-9977;21/05/2016;22316;SEG17
CTID39567115;5380-2273-3524-9795;03/10/2016;31282;SEG22
CTID16032003;6286-3397-5051-8445;10/04/2016;31040;SEG15
CTID16578354;9999-3058-2698-4238;25/07/2016;31577;SEG16
CTID36997643;3440-3330-5015-4988;11/04/2016;8243;SEG14
CTID66026832;8883-9569-6241-3952;25/01/2016;7390;SEG24
CTID36395716;5564-7149-9280-5472;20/10/2016;20346;SEG22
CTID86598066;6785-6309-6247-3002;21/09/2016;21807;SEG21
CTID78044161;4991-3814-8016-9048;05/05/2016;23075;SEG23
CTID33216845;3970-3872-2591-7629;27/12/2016;17318;SEG12
CTID48595469;5094-8484-5014-6152;30/06/2016;11396;SEG18
CTID45427541;2271-9253-1553-2843;08/07/2016;36913;SEG13
CTID96998468;6085-9783-3284-2783;21/04/2016;16822;SEG21
CTID37194247;4610-9984-7768-4610;16/10/2016;35967;SEG13
CTID46852882;9558-5469-2562-5608;01/10/2016;26572;SEG25
CTID98628177;9376-8684-9599-2988;14/12/2016;34801;SEG22
CTID92113418;3114-9778-2542-3154;27/08/2016;31828;SEG24
CTID82915192;1355-1728-8274-9593;27/08/2016;41529;SEG19
CTID48865890;2517-1247-3682-9050;04/12/2016;46768;SEG11
CTID21229366;5580-3409-5276-9882;09/04/2016;33937;SEG13
CTID58271489;9779-2601-5260-2896;28/08/2016;21726;SEG12
CTID89741841;7299-3529-7767-1695;11/11/2016;19662;SEG24
CTID76445880;4963-4850-8565-5494;25/11/2016;26560;SEG16
CTID35101704;6893-1438-6516-3207;14/05/2016;20922;SEG22
CTID51496983;7708-8807-7837-8812;01/10/2016;15803;SEG11
CTID61062495;7908-3850-6633-2606;05/08/2016;15541;SEG12
CTID76425047;5002-6349-2806-2942;11/04/2016;36824;SEG21
CTID38566537;6012-7799-2842-7221;07/10/2016;14511;SEG20
CTID63881886;5251-7364-6702-5590;26/11/2016;4804;SEG22
CTID66430567;8078-7413-3861-2246;02/10/2016;31420;SEG13
CTID91073142;1546-9786-8388-4937;05/10/2016;39792;SEG13
CTID82870501;4144-3271-6301-9342;10/05/2016;5526;SEG23
CTID22042985;3226-1711-7076-2949;26/07/2016;10901;SEG17
CTID72600304;8477-4051-5606-6540;21/09/2016;13568;SEG14
CTID96302507;7767-7920-7733-4210;20/01/2016;8264;SEG23
CTID21680725;1652-7516-1273-1992;28/08/2016;4036;SEG24
CTID39795814;8376-2481-1705-6329;05/08/2016;48273;SEG24
CTID42009276;6515-8771-7352-9788;30/04/2016;36701;SEG16
CTID46098129;6016-6956-6981-3103;12/03/2016;11261;SEG21
CTID31921106;6893-1438-6516-3207;27/12/2016;16324;SEG11
CTID34632141;7212-8665-7734-5918;11/03/2016;46193;SEG12
CTID69236763;5563-4162-6828-9835;11/02/2016;26191;SEG24
CTID28558635;3414-4178-9784-9954;26/05/2016;13924;SEG19
CTID75575344;6025-2610-4001-6680;13/12/2016;11966;SEG15
CTID72921899;2219-4852-5937-6242;15/03/2016;29254;SEG11
CTID26859280;9322-7578-8781-2684;15/01/2016;18659;SEG23
CTID98098639;5564-7149-9280-5472;06/02/2016;28690;SEG17
CTID43866015;6994-7925-9044-3458;11/02/2016;21529;SEG12
CTID19320558;5088-4839-2639-6414;22/09/2016;37316;SEG19
CTID86309962;2568-8047-9427-1704;09/02/2016;41552;SEG20
CTID42647587;4610-9984-7768-4610;31/08/2016;22165;SEG22
CTID28673691;5936-1967-4966-6077;12/07/2016;33361;SEG13
CTID14129250;7296-3224-2880-5747;01/12/2016;8672;SEG14
CTID59430038;9497-8994-1281-9719;10/01/2016;42753;SEG20
CTID25541164;9369-6196-2597-1730;26/02/2016;38543;SEG17
CTID66622687;1481-2536-2178-7547;20/07/2016;33296;SEG25
CTID38610813;1655-7617-4318-5963;19/04/2016;1478;SEG18
CTID71023422;6770-4547-6958-5035;17/03/2016;39539;SEG15
CTID53679911;2649-6876-7496-4123;24/09/2016;13057;SEG18
CTID44619495;8883-9569-6241-3952;03/04/2016;36797;SEG12
CTID68279377;6429-7684-3108-1910;27/08/2016;6555;SEG12
CTID23325284;1519-5130-5810-8539;29/11/2016;48270;SEG22
CTID79775555;5251-7364-6702-5590;07/03/2016;7058;SEG25
CTID37283487;9083-6711-4313-1181;12/10/2016;3922;SEG18
CTID35688636;4046-1968-8375-3680;22/07/2016;13936;SEG14
CTID76460871;5580-3409-5276-9882;13/04/2016;625;SEG11
CTID42468622;5747-7372-2770-2325;26/05/2016;4296;SEG20
CTID74304221;6697-9358-9213-4896;23/07/2016;23985;SEG11
CTID23920146;4856-2191-9879-6388;15/01/2016;12910;SEG19
CTID79220122;4679-8417-8700-1213;22/01/2016;5997;SEG12
CTID81352600;8217-2336-2393-6960;10/03/2016;6740;SEG13
CTID92684538;2388-1652-4326-6035;03/08/2016;5958;SEG18
CTID97923451;2017-7197-7814-9950;27/01/2016;37440;SEG18
CTID89405809;2349-2290-6329-3624;16/10/2016;16447;SEG18
CTID55763880;4341-6411-1439-6094;18/05/2016;11344;SEG14
CTID21624526;5283-6135-5709-4452;19/09/2016;28814;SEG21
CTID22504009;2517-1247-3682-9050;12/06/2016;28994;SEG15
CTID53052486;8757-6814-8721-3839;25/10/2016;1044;SEG23
CTID31376971;7047-9622-9693-9968;15/06/2016;12004;SEG19
CTID23711301;6239-8641-8524-9441;28/06/2016;30867;SEG16
CTID92800844;8711-5325-4752-4743;13/01/2016;46094;SEG22
CTID12141260;4973-1293-1664-2086;22/11/2016;37462;SEG19
CTID24251446;4310-3710-6743-6385;05/02/2016;11978;SEG15
CTID87936629;4040-7464-4000-3447;16/03/2016;34017;SEG14
CTID55429304;9030-1667-6058-6173;03/03/2016;48514;SEG15
CTID80401098;7334-1842-5941-2149;16/05/2016;23997;SEG22
CTID24362069;8507-1459-7315-8148;03/08/2016;3701;SEG18
CTID93703189;6012-7799-2842-7221;28/11/2016;15023;SEG23
CTID92066365;2370-4593-4826-2349;06/05/2016;40096;SEG14
CTID50165503;6286-3397-5051-8445;20/12/2016;2027;SEG19
CTID80607161;4864-7119-5608-7611;13/10/2016;22698;SEG15
CTID41741895;9540-8558-5897-5046;08/12/2016;1249;SEG15
CTID68382160;5175-8965-9249-9021;12/05/2016;2914;SEG24
CTID78846482;5591-5619-8809-5454;21/07/2016;41487;SEG24
CTID56620422;2158-2612-7934-6228;02/01/2016;46365;SEG16
CTID47101852;4265-2692-1676-5635;09/05/2016;48242;SEG16
CTID19101167;7795-9930-1867-6279;24/12/2016;21544;SEG25
CTID42504248;2964-4590-9510-4405;23/04/2016;38850;SEG23
CTID30563089;5674-3252-5805-3288;03/06/2016;27062;SEG23
CTID47279555;7726-3678-8092-6414;14/10/2016;25850;SEG25
CTID99483025;5002-6349-2806-2942;06/03/2016;35388;SEG15
CTID24023525;3380-5311-6073-9478;01/04/2016;37064;SEG24
CTID84309204;6025-2610-4001-6680;29/06/2016;48580;SEG11
CTID38575510;7296-3224-2880-5747;29/02/2016;6703;SEG20
CTID68050021;1655-7617-4318-5963;24/08/2016;30339;SEG11
CTID66765379;8272-7202-4112-6502;07/02/2016;29456;SEG13
CTID31474239;7815-2405-2962-6053;01/07/2016;22109;SEG16
CTID90116326;1825-7669-6621-9045;02/06/2016;36234;SEG12
CTID74046651;3748-8048-5227-8162;02/09/2016;3858;SEG20
CTID98592104;6001-5945-4665-4926;03/12/2016;2751;SEG18
CTID68331607;4803-9564-9708-3189;09/12/2016;13057;SEG15
CTID56616629;4933-8895-6001-8577;27/06/2016;41169;SEG19
CTID98001379;3146-4961-6964-4229;05/11/2016;14392;SEG15
CTID78902058;7697-2274-6431-6408;10/09/2016;27202;SEG12
CTID75376204;6617-5782-1394-1632;10/10/2016;3601;SEG15
CTID27541653;1616-5911-1676-5466;13/07/2016;22909;SEG19
CTID79776450;2834-5946-1542-4074;12/06/2016;18199;SEG11
CTID48032667;6515-8771-7352-9788;27/11/2016;39194;SEG15
CTID51868007;9546-5205-4705-9447;03/03/2016;8067;SEG16
CTID73244011;1519-5130-5810-8539;25/04/2016;11046;SEG20
CTID98166908;6815-5139-5546-1802;24/07/2016;6084;SEG22
CTID59436951;4933-8895-6001-8577;03/06/2016;41496;SEG24
CTID83770761;1438-6906-2509-8219;17/10/2016;16613;SEG20
CTID84847011;4610-9984-7768-4610;27/11/2016;22744;SEG15
CTID12015856;1616-5911-1676-5466;25/05/2016;7597;SEG21
CTID44373921;8711-5325-4752-4743;21/12/2016;48581;SEG17
CTID54084991;3594-2190-6052-1265;29/06/2016;640;SEG14
CTID79293983;7306-7457-8875-3211;12/11/2016;44945;SEG12
CTID96998834;5018-8635-8433-6614;08/05/2016;44457;SEG18
CTID55207311;6272-7021-2748-1471;12/11/2016;33103;SEG20
CTID72832990;2570-5181-2062-7588;24/06/2016;4987;SEG21
CTID34712123;8578-3662-1951-5720;01/09/2016;12915;SEG20
CTID18083309;8217-2336-2393-6960;08/09/2016;25554;SEG25
CTID94738749;1127-9633-2269-3119;25/09/2016;28505;SEG21
CTID95400789;1123-9777-7335-9167;27/05/2016;3621;SEG13
CTID31950289;4203-1225-4528-2939;09/07/2016;13990;SEG12
CTID35559126;9753-7718-2196-1448;20/05/2016;45652;SEG14
CTID76359289;8507-1459-7315-8148;13/09/2016;6269;SEG16
CTID14411899;8031-9022-9952-9605;03/08/2016;32014;SEG12
CTID55113640;3458-8126-3660-8686;19/02/2016;47458;SEG20
CTID49836536;2724-3903-7331-7820;01/10/2016;29599;SEG13
CTID36561059;8638-5407-3631-8196;19/04/2016;30569;SEG17
CTID72689176;8706-3809-5167-3899;17/06/2016;13872;SEG18
CTID69452706;8262-8743-6406-7105;19/04/2016;49846;SEG21
CTID45319783;8769-1185-5731-6569;08/10/2016;24284;SEG21
CTID31135928;1909-6288-2284-5317;29/05/2016;20832;SEG19
CTID76228417;4220-2591-3295-3300;05/11/2016;41300;SEG13
CTID25655218;8558-3872-8287-1977;26/12/2016;11920;SEG13
CTID12897300;4856-2191-9879-6388;26/09/2016;6693;SEG16
CTID47574918;8499-3007-6025-2772;04/11/2016;36766;SEG23
CTID75698885;6258-3903-6637-5620;06/04/2016;4844;SEG11
CTID97344282;1652-7516-1273-1992;16/02/2016;15806;SEG15
CTID34959960;2422-2354-4628-4556;10/10/2016;39275;SEG15
CTID84355179;8685-1513-4751-8018;10/03/2016;38966;SEG19
CTID60419858;8217-2336-2393-6960;07/08/2016;34777;SEG25
CTID70516516;2357-9896-6403-5970;13/10/2016;26055;SEG21
CTID78824331;7017-9570-4103-5076;02/10/2016;44159;SEG20
CTID28574670;1846-7945-5251-4091;03/12/2016;20664;SEG17
CTID37593300;3134-9713-5764-8285;22/03/2016;22248;SEG15
CTID37435996;2271-9253-1553-2843;31/03/2016;22262;SEG18
CTID28274650;6785-6309-6247-3002;17/08/2016;9791;SEG25
CTID31171122;5894-8042-7318-9450;04/05/2016;2043;SEG24
CTID30085982;5005-7427-6443-4284;22/11/2016;1431;SEG14
CTID50488838;7767-7920-7733-4210;13/10/2016;48699;SEG19
CTID12642850;7795-9930-1867-6279;01/01/2016;8184;SEG20
CTID15735236;3323-8332-7133-7008;15/07/2016;29439;SEG16
CTID16754719;4679-8417-8700-1213;05/07/2016;44470;SEG16
CTID43239746;1782-8675-4061-3666;18/07/2016;45320;SEG14
CTID69279647;5957-5032-1448-8189;11/05/2016;34798;SEG25
CTID63020701;4971-8219-1133-6753;10/01/2016;10516;SEG19
CTID67737795;9074-3311-4009-9836;25/07/2016;15816;SEG12
CTID34769239;6540-2862-2962-5109;18/02/2016;38185;SEG24
CTID98922226;9304-4488-7872-2868;04/12/2016;37034;SEG14
CTID12041601;8231-5519-1948-3400;01/08/2016;25274;SEG22
CTID19603183;4819-6940-5506-8061;24/01/2016;38855;SEG23
CTID85195668;9376-8684-9599-2988;02/05/2016;47691;SEG22
CTID58086865;4703-4800-3443-6825;13/05/2016;43185;SEG16
CTID16372673;7306-7457-8875-3211;01/04/2016;28754;SEG23
CTID97536883;4427-5380-8182-9668;17/06/2016;13932;SEG15
CTID27248951;8408-7680-2338-9105;20/11/2016;10917;SEG24
CTID68440041;4864-7119-5608-7611;23/02/2016;15413;SEG14
CTID77557987;4144-3271-6301-9342;22/08/2016;11757;SEG19
CTID76327445;8706-3809-5167-3899;10/04/2016;2300;SEG11
CTID32486457;5530-1215-6434-9691;09/10/2016;38643;SEG18
CTID85325910;9779-2601-5260-2896;01/11/2016;12981;SEG22
CTID42594900;8590-6850-6104-5846;02/12/2016;9015;SEG21
CTID42911348;1749-4777-2532-7766;18/09/2016;23067;SEG17
CTID70322316;8305-2272-4553-4911;28/06/2016;29104;SEG22
CTID38558945;3991-7326-9292-2844;23/09/2016;20993;SEG11
CTID32574189;1749-4777-2532-7766;28/05/2016;24430;SEG19
CTID13894917;2524-4184-5908-6750;20/08/2016;6606;SEG16
CTID51654983;1693-2036-4352-9386;03/08/2016;21422;SEG16
CTID95989227;5380-2273-3524-9795;04/09/2016;49934;SEG22
CTID38031221;5786-2204-6101-1373;13/07/2016;15043;SEG14
CTID88842620;2349-2290-6329-3624;06/09/2016;42162;SEG24
CTID55098437;3439-5404-2739-7517;15/10/2016;34709;SEG25
CTID65037654;9304-4488-7872-2868;12/02/2016;13128;SEG12
CTID19930780;1947-8602-1695-7503;03/02/2016;13903;SEG12
CTID41537570;2517-1247-3682-9050;17/05/2016;35981;SEG13
CTID44984504;2463-9055-1240-3878;11/09/2016;35082;SEG25
CTID47295902;1556-5778-6667-4345;24/09/2016;623;SEG21
CTID52365107;8115-7743-6213-9284;23/07/2016;32839;SEG21
CTID58791067;5982-5047-2653-9052;28/08/2016;21122;SEG21
CTID70888716;2201-1387-2319-6874;29/06/2016;28387;SEG11
CTID97202150;9497-8994-1281-9719;21/10/2016;15117;SEG17
CTID29484985;6262-7793-5307-8561;29/07/2016;22007;SEG21
CTID73524137;1947-8602-1695-7503;23/03/2016;38864;SEG13
CTID16999470;4959-5036-1379-1303;10/11/2016;37642;SEG19
CTID68361332;4354-1258-5178-5618;19/08/2016;20596;SEG22
CTID87026179;9558-5469-2562-5608;21/09/2016;33579;SEG11
CTID59869685;4027-9234-2261-8201;25/03/2016;7873;SEG21
CTID99943515;9132-7052-6630-5540;08/08/2016;18863;SEG20
CTID62472715;2463-9055-1240-3878;31/03/2016;48989;SEG19
CTID84219277;3748-8048-5227-8162;25/11/2016;15565;SEG21
CTID98761504;8918-6235-3308-7862;23/07/2016;1878;SEG22
CTID93229276;8950-6403-2080-8100;30/01/2016;18060;SEG24
CTID70020158;7662-3108-4951-8587;06/01/2016;11954;SEG16
CTID16948907;1765-4019-5141-9230;08/04/2016;45975;SEG25
CTID48920543;6835-6133-8935-6988;31/01/2016;13130;SEG22
CTID72429722;8462-5562-6993-2745;20/05/2016;10514;SEG23
CTID65532035;5978-8449-1139-4565;18/10/2016;11808;SEG16
CTID20512450;5574-7647-1844-5316;28/02/2016;40604;SEG15
CTID27847391;8638-5407-3631-8196;18/12/2016;20683;SEG23
CTID27792498;5556-4557-4566-1540;10/09/2016;21344;SEG12
CTID15799633;4525-4818-6014-8945;10/05/2016;6163;SEG14
CTID40512417;9157-2802-8374-1145;21/05/2016;26679;SEG17
CTID92257837;7900-3001-7632-4005;25/04/2016;2710;SEG14
CTID71332775;9779-2601-5260-2896;02/08/2016;49649;SEG15
CTID73739502;8673-7935-5776-9119;05/04/2016;16588;SEG22
CTID56191590;8066-8437-2479-2481;08/01/2016;31079;SEG15
CTID60951246;4587-3535-8224-4301;04/08/2016;2288;SEG17
CTID86325013;7362-1637-8977-1963;04/03/2016;8536;SEG18
CTID96630853;5296-2987-4365-6870;30/11/2016;24631;SEG17
CTID54009385;2347-2804-9899-1830;08/08/2016;5901;SEG20
CTID77657919;6015-9255-9994-6771;18/11/2016;27037;SEG11
CTID72290583;6075-5795-3555-1281;27/08/2016;38346;SEG20
CTID82715940;5618-9718-9367-2102;26/04/2016;43005;SEG20
CTID89623813;5936-1967-4966-6077;11/12/2016;37108;SEG18
CTID76476196;8522-7783-9262-6673;11/10/2016;11641;SEG20
CTID76255364;8518-4517-6409-6976;04/01/2016;7726;SEG18
CTID57707566;7725-3576-5626-3317;23/04/2016;34721;SEG18
CTID35968693;2017-7197-7814-9950;04/04/2016;19585;SEG25
CTID91780624;8481-9097-2828-9363;22/04/2016;8032;SEG17
CTID18873550;8249-2687-5339-2078;17/10/2016;39278;SEG18
CTID36060841;2649-6876-7496-4123;18/03/2016;12350;SEG14
CTID47754751;6540-2862-2962-5109;16/10/2016;24315;SEG11
CTID52444235;4314-6417-5269-5130;02/09/2016;34507;SEG25
CTID35039003;3708-8801-1521-8042;16/11/2016;37659;SEG18
CTID95248564;7815-7711-6866-1320;01/02/2016;24779;SEG13
CTID69234253;2201-1387-2319-6874;19/03/2016;49161;SEG24
CTID52254752;5580-3409-5276-9882;21/02/2016;44540;SEG18
CTID69926613;1159-7886-1385-5540;18/10/2016;32730;SEG24
CTID89265806;1661-3809-5334-2155;10/03/2016;15248;SEG18
CTID72637405;5814-6146-3149-1775;03/04/2016;19259;SEG22
CTID59592461;8793-4049-9771-8176;29/03/2016;19304;SEG17
CTID35255049;1765-4019-5141-9230;01/12/2016;44520;SEG18
CTID43544307;5251-7364-6702-5590;01/06/2016;33076;SEG12
CTID77705037;9027-9319-4091-7718;15/11/2016;43147;SEG15
CTID35656385;8088-9431-7201-2877;20/11/2016;10902;SEG16
CTID19125647;6321-2048-7733-8765;31/03/2016;34937;SEG14
CTID57212553;9304-8255-4381-2028;25/12/2016;28579;SEG24
CTID51574824;3134-9713-5764-8285;19/08/2016;20668;SEG21
CTID48929234;3467-3224-2464-5799;23/07/2016;26667;SEG20
CTID95135812;9030-1667-6058-6173;19/02/2016;8593;SEG12
CTID99151296;2161-8530-5218-6803;17/03/2016;17076;SEG17
CTID46375758;6697-9358-9213-4896;27/09/2016;21989;SEG20
CTID49572581;1655-7617-4318-5963;13/11/2016;8828;SEG23
CTID72146135;7811-4511-7664-6960;01/10/2016;7806;SEG19
CTID67589226;6429-7684-3108-1910;16/07/2016;18779;SEG22
CTID31302468;5894-8042-7318-9450;02/04/2016;27402;SEG18
